"generation","n","user_pct"
"0_GREATEST","63","0.00063000000000000000"
"1_SILENT","574","0.00574000000000000000"
"2_BABY_BOOMER","10783","0.10783000000000000000"
"3_GEN_X","25039","0.25039000000000000000"
"4_MILLENNIAL","33758","0.33758000000000000000"
"5_GEN_Z","26010","0.26010000000000000000"
"6_GEN_ALPHA","94","0.00094000000000000000"
"LIKELY_ERROR","3679","0.03679000000000000000"
